DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,NAME
3296,3296,1801,54.6,1495,45.4,120.5,-888888888,288,8.7,185,5.6,171,5.2,208,6.3,244,7.4,338,10.3,425,12.9,413,12.5,140,4.2,346,10.5,331,10.0,166,5.0,41,1.2,39.3,-888888888,752,22.8,2643,80.2,2544,77.2,2431,73.8,729,22.1,538,16.3,2544,2544,1377,54.1,1167,45.9,118.0,-888888888,538,538,288,53.5,250,46.5,115.2,-888888888,3296,3296,3260,98.9,36,1.1,3260,98.9,3005,91.2,176,5.3,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,2.3,36,1.1,7,0.2,0,0.0,2,0.1,0,0.0,3296,3296,3041,92.3,183,5.6,4,0.1,2,0.1,0,0.0,102,3.1,3296,3296,210,6.4,203,6.2,0,0.0,0,0.0,7,0.2,3086,93.6,2904,88.1,176,5.3,4,0.1,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,2,0.1,1489,-888888888,2523,2523,1358,53.8,1165,46.2,ZCTA5 31557
6780,6780,3107,45.8,3673,54.2,84.6,-888888888,596,8.8,592,8.7,475,7.0,385,5.7,244,3.6,1089,16.1,719,10.6,768,11.3,327,4.8,448,6.6,708,10.4,292,4.3,137,2.0,35.1,-888888888,1860,27.4,5030,74.2,4920,72.6,4719,69.6,1379,20.3,1137,16.8,4920,4920,2271,46.2,2649,53.8,85.7,-888888888,1137,1137,528,46.4,609,53.6,86.7,-888888888,6780,6780,6609,97.5,171,2.5,6609,97.5,4658,68.7,1945,28.7,6,0.1,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,171,2.5,162,2.4,9,0.1,0,0.0,0,0.0,6780,6780,4829,71.2,2107,31.1,15,0.2,0,0.0,0,0.0,0,0.0,6780,6780,122,1.8,71,1.0,0,0.0,47,0.7,4,0.1,6658,98.2,4536,66.9,1945,28.7,6,0.1,0,0.0,0,0.0,0,0.0,171,2.5,0,0.0,171,2.5,2996,-888888888,4871,4871,2256,46.3,2615,53.7,ZCTA5 31031
3065,3065,1583,51.6,1482,48.4,106.8,-888888888,256,8.4,240,7.8,127,4.1,211,6.9,178,5.8,430,14.0,298,9.7,428,14.0,162,5.3,179,5.8,315,10.3,188,6.1,53,1.7,35.9,-888888888,771,25.2,2373,77.4,2294,74.8,2207,72.0,667,21.8,556,18.1,2294,2294,1192,52.0,1102,48.0,108.2,-888888888,556,556,229,41.2,327,58.8,70.0,-888888888,3065,3065,3011,98.2,54,1.8,3011,98.2,2750,89.7,242,7.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,0,0.0,0,0.0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.5,54,1.8,42,1.4,0,0.0,6,0.2,0,0.0,3065,3065,2798,91.3,290,9.5,0,0.0,17,0.6,0,0.0,14,0.5,3065,3065,30,1.0,20,0.7,3,0.1,0,0.0,7,0.2,3035,99.0,2740,89.4,242,7.9,0,0.0,5,0.2,0,0.0,0,0.0,48,1.6,0,0.0,48,1.6,1234,-888888888,2173,2173,1132,52.1,1041,47.9,ZCTA5 31002
1580,1580,779,49.3,801,50.7,97.3,-888888888,65,4.1,190,12.0,94,5.9,37,2.3,20,1.3,171,10.8,132,8.4,289,18.3,62,3.9,119,7.5,196,12.4,177,11.2,28,1.8,47.9,-888888888,386,24.4,1222,77.3,1194,75.6,1194,75.6,457,28.9,401,25.4,1194,1194,569,47.7,625,52.3,91.0,-888888888,401,401,170,42.4,231,57.6,73.6,-888888888,1580,1580,1580,100.0,0,0.0,1580,100.0,1107,70.1,473,29.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1580,1580,1107,70.1,473,29.9,0,0.0,0,0.0,0,0.0,0,0.0,1580,1580,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1580,100.0,1107,70.1,473,29.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1169,-888888888,1132,1132,537,47.4,595,52.6,ZCTA5 31020
1937,1937,960,49.6,977,50.4,98.3,-888888888,73,3.8,80,4.1,190,9.8,112,5.8,110,5.7,206,10.6,138,7.1,473,24.4,106,5.5,238,12.3,173,8.9,38,2.0,0,0.0,47.0,-888888888,375,19.4,1581,81.6,1562,80.6,1482,76.5,362,18.7,211,10.9,1562,1562,748,47.9,814,52.1,91.9,-888888888,211,211,91,43.1,120,56.9,75.8,-888888888,1937,1937,1818,93.9,119,6.1,1818,93.9,1496,77.2,309,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.7,0,0.0,13,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,6.1,0,0.0,13,0.7,0,0.0,0,0.0,1937,1937,1509,77.9,309,16.0,13,0.7,13,0.7,106,5.5,106,5.5,1937,1937,106,5.5,106,5.5,0,0.0,0,0.0,0,0.0,1831,94.5,1496,77.2,309,16.0,0,0.0,13,0.7,0,0.0,0,0.0,13,0.7,0,0.0,13,0.7,807,-888888888,1456,1456,695,47.7,761,52.3,ZCTA5 31033
14908,14908,7404,49.7,7504,50.3,98.7,-888888888,774,5.2,802,5.4,1193,8.0,1483,9.9,841,5.6,1863,12.5,2137,14.3,2349,15.8,1320,8.9,676,4.5,950,6.4,393,2.6,127,0.9,37.4,-888888888,3853,25.8,11836,79.4,11055,74.2,10358,69.5,1742,11.7,1470,9.9,11055,11055,5519,49.9,5536,50.1,99.7,-888888888,1470,1470,723,49.2,747,50.8,96.8,-888888888,14908,14908,14163,95.0,745,5.0,14163,95.0,10576,70.9,3075,20.6,16,0.1,0,0.0,0,0.0,0,0.0,0,0.0,475,3.2,36,0.2,0,0.0,141,0.9,0,0.0,38,0.3,260,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.1,745,5.0,372,2.5,0,0.0,76,0.5,0,0.0,14908,14908,11258,75.5,3608,24.2,114,0.8,616,4.1,0,0.0,220,1.5,14908,14908,831,5.6,115,0.8,272,1.8,65,0.4,379,2.5,14077,94.4,10047,67.4,3044,20.4,16,0.1,475,3.2,0,0.0,0,0.0,495,3.3,0,0.0,495,3.3,5601,-888888888,10773,10773,5404,50.2,5369,49.8,ZCTA5 31047
156,156,69,44.2,87,55.8,79.3,-888888888,0,0.0,1,0.6,13,8.3,43,27.6,11,7.1,6,3.8,25,16.0,14,9.0,4,2.6,5,3.2,17,10.9,17,10.9,0,0.0,39.1,-888888888,33,21.2,142,91.0,123,78.8,88,56.4,39,25.0,34,21.8,123,123,58,47.2,65,52.8,89.2,-888888888,34,34,20,58.8,14,41.2,142.9,-888888888,156,156,138,88.5,18,11.5,138,88.5,58,37.2,80,51.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,11.5,18,11.5,0,0.0,0,0.0,0,0.0,156,156,76,48.7,98,62.8,0,0.0,0,0.0,0,0.0,0,0.0,156,156,6,3.8,6,3.8,0,0.0,0,0.0,0,0.0,150,96.2,52,33.3,80,51.3,0,0.0,0,0.0,0,0.0,0,0.0,18,11.5,0,0.0,18,11.5,80,-888888888,120,120,55,45.8,65,54.2,ZCTA5 31051
9028,9028,4516,50.0,4512,50.0,100.1,-888888888,420,4.7,682,7.6,758,8.4,676,7.5,347,3.8,939,10.4,909,10.1,1213,13.4,789,8.7,677,7.5,1006,11.1,519,5.7,93,1.0,43.1,-888888888,2224,24.6,7078,78.4,6804,75.4,6400,70.9,2044,22.6,1618,17.9,6804,6804,3430,50.4,3374,49.6,101.7,-888888888,1618,1618,718,44.4,900,55.6,79.8,-888888888,9028,9028,8985,99.5,43,0.5,8985,99.5,6660,73.8,2102,23.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,0.5,0,0.0,28,0.3,0,0.0,0,0.0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,177,2.0,43,0.5,0,0.0,14,0.2,21,0.2,0,0.0,9028,9028,6703,74.2,2102,23.3,14,0.2,67,0.7,8,0.1,177,2.0,9028,9028,238,2.6,0,0.0,49,0.5,0,0.0,189,2.1,8790,97.4,6599,73.1,2102,23.3,0,0.0,46,0.5,0,0.0,0,0.0,43,0.5,0,0.0,43,0.5,3523,-888888888,6777,6777,3412,50.3,3365,49.7,ZCTA5 31052
8391,8391,4442,52.9,3949,47.1,112.5,-888888888,384,4.6,358,4.3,404,4.8,677,8.1,1226,14.6,1654,19.7,788,9.4,855,10.2,424,5.1,454,5.4,667,7.9,396,4.7,104,1.2,30.8,-888888888,1354,16.1,7201,85.8,7037,83.9,6285,74.9,1462,17.4,1167,13.9,7037,7037,3662,52.0,3375,48.0,108.5,-888888888,1167,1167,576,49.4,591,50.6,97.5,-888888888,8391,8391,8321,99.2,70,0.8,8321,99.2,2921,34.8,5206,62.0,23,0.3,0,0.0,0,0.0,0,0.0,0,0.0,142,1.7,20,0.2,65,0.8,8,0.1,0,0.0,36,0.4,11,0.1,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.3,70,0.8,8,0.1,14,0.2,23,0.3,10,0.1,8391,8391,2981,35.5,5226,62.3,47,0.6,180,2.1,0,0.0,42,0.5,8391,8391,159,1.9,13,0.2,74,0.9,12,0.1,60,0.7,8232,98.1,2831,33.7,5174,61.7,23,0.3,142,1.7,0,0.0,7,0.1,55,0.7,0,0.0,55,0.7,4432,-888888888,6973,6973,3645,52.3,3328,47.7,ZCTA5 31201
58800,58800,27686,47.1,31114,52.9,89.0,-888888888,4435,7.5,3612,6.1,2738,4.7,4491,7.6,4315,7.3,10671,18.1,7747,13.2,6536,11.1,4025,6.8,2907,4.9,4305,7.3,2146,3.6,872,1.5,34.2,-888888888,13019,22.1,47497,80.8,45781,77.9,42938,73.0,9125,15.5,7323,12.5,45781,45781,21006,45.9,24775,54.1,84.8,-888888888,7323,7323,3113,42.5,4210,57.5,73.9,-888888888,58800,58800,56326,95.8,2474,4.2,56326,95.8,30248,51.4,22096,37.6,233,0.4,94,0.2,0,0.0,0,0.0,0,0.0,2311,3.9,834,1.4,372,0.6,69,0.1,95,0.2,306,0.5,362,0.6,273,0.5,58,0.1,0,0.0,4,0.0,15,0.0,39,0.1,1380,2.3,2474,4.2,943,1.6,164,0.3,264,0.4,22,0.0,58800,58800,31962,54.4,23504,40.0,593,1.0,3193,5.4,167,0.3,2070,3.5,58800,58800,6331,10.8,2938,5.0,1694,2.9,219,0.4,1480,2.5,52469,89.2,26104,44.4,21614,36.8,129,0.2,2267,3.9,43,0.1,250,0.4,2062,3.5,415,0.7,1647,2.8,24715,-888888888,43399,43399,19891,45.8,23508,54.2,ZCTA5 31419
9730,9730,4882,50.2,4848,49.8,100.7,-888888888,661,6.8,768,7.9,707,7.3,538,5.5,524,5.4,1374,14.1,1254,12.9,1140,11.7,730,7.5,535,5.5,919,9.4,475,4.9,105,1.1,36.8,-888888888,2471,25.4,7450,76.6,7259,74.6,6997,71.9,1688,17.3,1499,15.4,7259,7259,3566,49.1,3693,50.9,96.6,-888888888,1499,1499,629,42.0,870,58.0,72.3,-888888888,9730,9730,9466,97.3,264,2.7,9466,97.3,7660,78.7,1590,16.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.2,0,0.0,0,0.0,19,0.2,0,0.0,0,0.0,0,0.0,0,0.0,26,0.3,26,0.3,0,0.0,0,0.0,0,0.0,171,1.8,264,2.7,95,1.0,12,0.1,67,0.7,10,0.1,9730,9730,7834,80.5,1775,18.2,22,0.2,86,0.9,53,0.5,224,2.3,9730,9730,826,8.5,614,6.3,186,1.9,0,0.0,26,0.3,8904,91.5,7017,72.1,1590,16.3,0,0.0,19,0.2,26,0.3,0,0.0,252,2.6,53,0.5,199,2.0,4187,-888888888,6997,6997,3444,49.2,3553,50.8,ZCTA5 31510
22847,22847,10488,45.9,12359,54.1,84.9,-888888888,1688,7.4,1332,5.8,1462,6.4,1375,6.0,1453,6.4,3430,15.0,2837,12.4,2299,10.1,1560,6.8,1603,7.0,2253,9.9,1035,4.5,520,2.3,36.8,-888888888,5301,23.2,18090,79.2,17546,76.8,16687,73.0,4743,20.8,3808,16.7,17546,17546,8048,45.9,9498,54.1,84.7,-888888888,3808,3808,1506,39.5,2302,60.5,65.4,-888888888,22847,22847,22310,97.6,537,2.4,22310,97.6,10327,45.2,11109,48.6,78,0.3,0,0.0,0,0.0,21,0.1,0,0.0,549,2.4,199,0.9,17,0.1,63,0.3,32,0.1,53,0.2,22,0.1,163,0.7,32,0.1,0,0.0,21,0.1,0,0.0,11,0.0,215,0.9,537,2.4,244,1.1,0,0.0,101,0.4,88,0.4,22847,22847,10694,46.8,11523,50.4,166,0.7,713,3.1,32,0.1,256,1.1,22847,22847,1772,7.8,1188,5.2,85,0.4,61,0.3,438,1.9,21075,92.2,9004,39.4,10916,47.8,78,0.3,519,2.3,32,0.1,11,0.0,515,2.3,19,0.1,496,2.2,10762,-888888888,16753,16753,7613,45.4,9140,54.6,ZCTA5 31520
10858,10858,6102,56.2,4756,43.8,128.3,-888888888,680,6.3,502,4.6,712,6.6,840,7.7,641,5.9,1394,12.8,1346,12.4,1810,16.7,678,6.2,691,6.4,905,8.3,491,4.5,168,1.5,40.6,-888888888,2187,20.1,8778,80.8,8671,79.9,7984,73.5,2002,18.4,1564,14.4,8671,8671,5074,58.5,3597,41.5,141.1,-888888888,1564,1564,698,44.6,866,55.4,80.6,-888888888,10858,10858,10533,97.0,325,3.0,10533,97.0,6781,62.5,3264,30.1,201,1.9,36,0.3,0,0.0,0,0.0,0,0.0,43,0.4,12,0.1,0,0.0,0,0.0,0,0.0,13,0.1,18,0.2,0,0.0,14,0.1,0,0.0,14,0.1,0,0.0,0,0.0,230,2.1,325,3.0,163,1.5,54,0.5,18,0.2,0,0.0,10858,10858,7050,64.9,3468,31.9,255,2.3,82,0.8,25,0.2,314,2.9,10858,10858,1074,9.9,501,4.6,134,1.2,23,0.2,416,3.8,9784,90.1,6110,56.3,3220,29.7,176,1.6,43,0.4,0,0.0,0,0.0,235,2.2,0,0.0,235,2.2,3631,-888888888,7623,7623,4083,53.6,3540,46.4,ZCTA5 31537
4660,4660,2135,45.8,2525,54.2,84.6,-888888888,164,3.5,247,5.3,258,5.5,378,8.1,303,6.5,517,11.1,757,16.2,622,13.3,432,9.3,206,4.4,625,13.4,86,1.8,65,1.4,41.5,-888888888,839,18.0,3949,84.7,3821,82.0,3554,76.3,975,20.9,776,16.7,3821,3821,1683,44.0,2138,56.0,78.7,-888888888,776,776,251,32.3,525,67.7,47.8,-888888888,4660,4660,4629,99.3,31,0.7,4629,99.3,4279,91.8,157,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,192,4.1,0,0.0,192,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,31,0.7,18,0.4,13,0.3,0,0.0,0,0.0,4660,4660,4310,92.5,175,3.8,13,0.3,192,4.1,0,0.0,1,0.0,4660,4660,10,0.2,2,0.0,0,0.0,0,0.0,8,0.2,4650,99.8,4270,91.6,157,3.4,0,0.0,192,4.1,0,0.0,0,0.0,31,0.7,0,0.0,31,0.7,2259,-888888888,3819,3819,1681,44.0,2138,56.0,ZCTA5 31553
2448,2448,1223,50.0,1225,50.0,99.8,-888888888,133,5.4,132,5.4,151,6.2,142,5.8,105,4.3,359,14.7,218,8.9,365,14.9,208,8.5,180,7.4,262,10.7,142,5.8,51,2.1,43.8,-888888888,518,21.2,1983,81.0,1930,78.8,1851,75.6,580,23.7,455,18.6,1930,1930,1002,51.9,928,48.1,108.0,-888888888,455,455,177,38.9,278,61.1,63.7,-888888888,2448,2448,2396,97.9,52,2.1,2396,97.9,2205,90.1,191,7.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,2.1,37,1.5,15,0.6,0,0.0,0,0.0,2448,2448,2257,92.2,228,9.3,15,0.6,0,0.0,0,0.0,0,0.0,2448,2448,28,1.1,22,0.9,6,0.2,0,0.0,0,0.0,2420,98.9,2177,88.9,191,7.8,0,0.0,0,0.0,0,0.0,0,0.0,52,2.1,0,0.0,52,2.1,1182,-888888888,1930,1930,1002,51.9,928,48.1,ZCTA5 31560
1369,1369,748,54.6,621,45.4,120.5,-888888888,59,4.3,87,6.4,172,12.6,31,2.3,86,6.3,164,12.0,168,12.3,136,9.9,80,5.8,65,4.7,225,16.4,72,5.3,24,1.8,41.5,-888888888,340,24.8,1045,76.3,1029,75.2,1001,73.1,373,27.2,321,23.4,1029,1029,509,49.5,520,50.5,97.9,-888888888,321,321,130,40.5,191,59.5,68.1,-888888888,1369,1369,1369,100.0,0,0.0,1369,100.0,1004,73.3,343,25.1,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1369,1369,1004,73.3,343,25.1,3,0.2,0,0.0,0,0.0,19,1.4,1369,1369,54,3.9,54,3.9,0,0.0,0,0.0,0,0.0,1315,96.1,972,71.0,343,25.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,706,-888888888,1029,1029,509,49.5,520,50.5,ZCTA5 31563
1904,1904,787,41.3,1117,58.7,70.5,-888888888,148,7.8,144,7.6,82,4.3,113,5.9,48,2.5,279,14.7,265,13.9,222,11.7,93,4.9,90,4.7,278,14.6,62,3.3,80,4.2,40.5,-888888888,461,24.2,1498,78.7,1443,75.8,1405,73.8,492,25.8,420,22.1,1443,1443,698,48.4,745,51.6,93.7,-888888888,420,420,230,54.8,190,45.2,121.1,-888888888,1904,1904,1904,100.0,0,0.0,1904,100.0,1419,74.5,436,22.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1904,1904,1419,74.5,436,22.9,0,0.0,0,0.0,0,0.0,49,2.6,1904,1904,49,2.6,49,2.6,0,0.0,0,0.0,0,0.0,1855,97.4,1419,74.5,436,22.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,987,-888888888,1414,1414,686,48.5,728,51.5,ZCTA5 31622
3416,3416,1629,47.7,1787,52.3,91.2,-888888888,192,5.6,165,4.8,161,4.7,174,5.1,201,5.9,366,10.7,363,10.6,394,11.5,319,9.3,404,11.8,415,12.1,188,5.5,74,2.2,48.3,-888888888,649,19.0,2870,84.0,2767,81.0,2696,78.9,927,27.1,677,19.8,2767,2767,1319,47.7,1448,52.3,91.1,-888888888,677,677,304,44.9,373,55.1,81.5,-888888888,3416,3416,3409,99.8,7,0.2,3409,99.8,2077,60.8,1324,38.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.2,7,0.2,0,0.0,0,0.0,7,0.2,0,0.0,3416,3416,2084,61.0,1324,38.8,0,0.0,7,0.2,0,0.0,8,0.2,3416,3416,235,6.9,195,5.7,0,0.0,0,0.0,40,1.2,3181,93.1,1842,53.9,1324,38.8,0,0.0,0,0.0,0,0.0,8,0.2,7,0.2,0,0.0,7,0.2,1859,-888888888,2638,2638,1267,48.0,1371,52.0,ZCTA5 31626
4804,4804,2439,50.8,2365,49.2,103.1,-888888888,370,7.7,423,8.8,372,7.7,531,11.1,226,4.7,509,10.6,711,14.8,602,12.5,351,7.3,136,2.8,372,7.7,175,3.6,26,0.5,34.0,-888888888,1326,27.6,3590,74.7,3478,72.4,3090,64.3,634,13.2,573,11.9,3478,3478,1722,49.5,1756,50.5,98.1,-888888888,573,573,249,43.5,324,56.5,76.9,-888888888,4804,4804,4797,99.9,7,0.1,4797,99.9,3296,68.6,1138,23.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,363,7.6,7,0.1,0,0.0,3,0.1,0,0.0,0,0.0,4804,4804,3299,68.7,1142,23.8,3,0.1,0,0.0,0,0.0,367,7.6,4804,4804,1113,23.2,1037,21.6,0,0.0,0,0.0,76,1.6,3691,76.8,2543,52.9,1134,23.6,0,0.0,0,0.0,0,0.0,11,0.2,3,0.1,0,0.0,3,0.1,1921,-888888888,3105,3105,1511,48.7,1594,51.3,ZCTA5 31642
685,685,614,89.6,71,10.4,864.8,-888888888,0,0.0,0,0.0,0,0.0,128,18.7,474,69.2,53,7.7,30,4.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.7,-888888888,0,0.0,685,100.0,685,100.0,427,62.3,0,0.0,0,0.0,685,685,614,89.6,71,10.4,864.8,-888888888,0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,685,685,601,87.7,84,12.3,601,87.7,439,64.1,91,13.3,22,3.2,0,0.0,0,0.0,0,0.0,14,2.0,43,6.3,0,0.0,0,0.0,28,4.1,0,0.0,15,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.9,84,12.3,51,7.4,0,0.0,0,0.0,0,0.0,685,685,496,72.4,169,24.7,22,3.2,70,10.2,6,0.9,6,0.9,685,685,71,10.4,11,1.6,6,0.9,6,0.9,48,7.0,614,89.6,400,58.4,79,11.5,14,2.0,43,6.3,0,0.0,0,0.0,78,11.4,0,0.0,78,11.4,0,-888888888,683,683,612,89.6,71,10.4,ZCTA5 31699
473,473,236,49.9,237,50.1,99.6,-888888888,39,8.2,25,5.3,53,11.2,13,2.7,18,3.8,55,11.6,67,14.2,62,13.1,24,5.1,39,8.2,49,10.4,19,4.0,10,2.1,39.3,-888888888,122,25.8,351,74.2,351,74.2,341,72.1,102,21.6,78,16.5,351,351,164,46.7,187,53.3,87.7,-888888888,78,78,43,55.1,35,44.9,122.9,-888888888,473,473,455,96.2,18,3.8,455,96.2,355,75.1,91,19.2,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.1,18,3.8,13,2.7,0,0.0,0,0.0,5,1.1,473,473,368,77.8,109,23.0,6,1.3,3,0.6,0,0.0,5,1.1,473,473,51,10.8,48,10.1,0,0.0,1,0.2,2,0.4,422,89.2,309,65.3,91,19.2,1,0.2,3,0.6,0,0.0,0,0.0,18,3.8,0,0.0,18,3.8,213,-888888888,336,336,153,45.5,183,54.5,ZCTA5 31722
